attacker_delay,outcome,attacker_start_time,Document_lookup_start,Document_lookup_end,Blob_fetch_start,Blob_fetch_end,Initial_sec_validation_start,Initial_sec_validation_end,Document_marked_safe_start,Document_marked_safe_end,Dispatch_to_agent_start,Dispatch_to_agent_end,Agent_retrieves_document_state_start,Agent_retrieves_document_state_end,Agent_retrieves_document_start,Agent_retrieves_document_end,attacker_modify_time,attacker_modify_done,blob_read_time
456,safe,01:17:12.601636,01:17:12.601636,01:17:12.602101,01:17:12.602101,01:17:12.603712,01:17:12.603712,01:17:12.605292,01:17:12.605292,01:17:12.615630,01:17:12.615656,01:17:12.629640,01:17:12.629640,01:17:12.635293,01:17:13.075961,01:17:13.081562,01:17:13.058322,01:17:13.058531,01:17:12.602869
460,leak,01:17:17.764872,01:17:17.764872,01:17:17.765241,01:17:17.765241,01:17:17.766489,01:17:17.766489,01:17:17.768882,01:17:17.768882,01:17:17.778412,01:17:17.778432,01:17:17.791960,01:17:17.791960,01:17:17.797801,01:17:18.243161,01:17:18.248907,01:17:18.247209,01:17:18.247345,01:17:17.765936
460,leak,01:17:20.989804,01:17:20.989804,01:17:20.990225,01:17:20.990225,01:17:20.991730,01:17:20.991730,01:17:20.993259,01:17:20.993259,01:17:21.003294,01:17:21.003314,01:17:21.017131,01:17:21.017131,01:17:21.022814,01:17:21.472249,01:17:21.478051,01:17:21.450712,01:17:21.450875,01:17:20.990907
460,safe,01:17:24.702940,01:17:24.702940,01:17:24.703378,01:17:24.703378,01:17:24.704752,01:17:24.704752,01:17:24.706484,01:17:24.706484,01:17:24.716417,01:17:24.716439,01:17:24.738916,01:17:24.738916,01:17:24.744635,01:17:25.188331,01:17:25.193771,01:17:25.163761,01:17:25.163917,01:17:24.704123
460,leak,01:17:29.824772,01:17:29.824772,01:17:29.825190,01:17:29.825190,01:17:29.826744,01:17:29.826744,01:17:29.829088,01:17:29.829088,01:17:29.839132,01:17:29.839152,01:17:29.853240,01:17:29.853240,01:17:29.858959,01:17:30.304236,01:17:30.310082,01:17:30.307524,01:17:30.307658,01:17:29.825871
460,leak,01:17:32.976977,01:17:32.976977,01:17:32.977410,01:17:32.977410,01:17:32.978574,01:17:32.978574,01:17:32.980196,01:17:32.980196,01:17:32.989744,01:17:32.989767,01:17:33.003710,01:17:33.003710,01:17:33.009552,01:17:33.455610,01:17:33.461264,01:17:33.437529,01:17:33.437684,01:17:32.978060
460,leak,01:17:37.713062,01:17:37.713062,01:17:37.713473,01:17:37.713473,01:17:37.714752,01:17:37.714752,01:17:37.716232,01:17:37.716232,01:17:37.725605,01:17:37.725625,01:17:37.739687,01:17:37.739687,01:17:37.745613,01:17:38.198571,01:17:38.207384,01:17:38.173670,01:17:38.173886,01:17:37.714184
460,leak,01:17:40.915111,01:17:40.915111,01:17:40.915492,01:17:40.915492,01:17:40.916791,01:17:40.916791,01:17:40.918518,01:17:40.918518,01:17:40.928010,01:17:40.928030,01:17:40.942588,01:17:40.942588,01:17:40.948625,01:17:41.390228,01:17:41.395729,01:17:41.375486,01:17:41.375676,01:17:40.916220
460,leak,01:17:44.139939,01:17:44.139939,01:17:44.140314,01:17:44.140314,01:17:44.141742,01:17:44.141742,01:17:44.143290,01:17:44.143290,01:17:44.152700,01:17:44.152724,01:17:44.167116,01:17:44.167116,01:17:44.173194,01:17:44.625262,01:17:44.636006,01:17:44.600844,01:17:44.601040,01:17:44.140943
460,leak,01:17:48.891671,01:17:48.891671,01:17:48.892021,01:17:48.892021,01:17:48.893454,01:17:48.893454,01:17:48.895122,01:17:48.895122,01:17:48.904761,01:17:48.904784,01:17:48.919406,01:17:48.919406,01:17:48.925349,01:17:49.370755,01:17:49.376441,01:17:49.352418,01:17:49.352614,01:17:48.892664
460,leak,01:17:52.073826,01:17:52.073826,01:17:52.074194,01:17:52.074194,01:17:52.075735,01:17:52.075735,01:17:52.077420,01:17:52.077420,01:17:52.089324,01:17:52.089348,01:17:52.102748,01:17:52.102748,01:17:52.108154,01:17:52.555737,01:17:52.561418,01:17:52.534265,01:17:52.534428,01:17:52.074875
462,safe,01:17:55.839976,01:17:55.839976,01:17:55.840435,01:17:55.840435,01:17:55.842053,01:17:55.842053,01:17:55.843691,01:17:55.843691,01:17:55.853394,01:17:55.853414,01:17:55.867213,01:17:55.867213,01:17:55.872882,01:17:56.315626,01:17:56.321244,01:17:56.302441,01:17:56.302607,01:17:55.841142
462,safe,01:18:00.814422,01:18:00.814422,01:18:00.814852,01:18:00.814852,01:18:00.816037,01:18:00.816037,01:18:00.817384,01:18:00.817384,01:18:00.827793,01:18:00.827813,01:18:00.842257,01:18:00.842257,01:18:00.847675,01:18:01.292479,01:18:01.298276,01:18:01.277360,01:18:01.277551,01:18:00.815513
462,safe,01:18:05.963946,01:18:05.963946,01:18:05.964373,01:18:05.964373,01:18:05.965917,01:18:05.965917,01:18:05.968317,01:18:05.968317,01:18:05.977596,01:18:05.977616,01:18:05.991320,01:18:05.991320,01:18:05.996856,01:18:06.442540,01:18:06.447896,01:18:06.441529,01:18:06.441667,01:18:05.965060
462,safe,01:18:11.198318,01:18:11.198318,01:18:11.198747,01:18:11.198747,01:18:11.200045,01:18:11.200045,01:18:11.202474,01:18:11.202474,01:18:11.212029,01:18:11.212055,01:18:11.226000,01:18:11.226000,01:18:11.231829,01:18:11.678063,01:18:11.683481,01:18:11.673856,01:18:11.674020,01:18:11.199481
462,safe,01:18:16.365128,01:18:16.365128,01:18:16.365567,01:18:16.365567,01:18:16.366820,01:18:16.366820,01:18:16.369401,01:18:16.369401,01:18:16.378922,01:18:16.378945,01:18:16.400073,01:18:16.400073,01:18:16.405625,01:18:16.852199,01:18:16.857921,01:18:16.839322,01:18:16.839491,01:18:16.366293
462,leak,01:18:21.533468,01:18:21.533468,01:18:21.533949,01:18:21.533949,01:18:21.535196,01:18:21.535196,01:18:21.537920,01:18:21.537920,01:18:21.547138,01:18:21.547157,01:18:21.561400,01:18:21.561400,01:18:21.567155,01:18:22.014979,01:18:22.020606,01:18:22.010310,01:18:22.010465,01:18:21.534697
462,safe,01:18:24.636926,01:18:24.636926,01:18:24.637622,01:18:24.637622,01:18:24.639451,01:18:24.639451,01:18:24.641666,01:18:24.641666,01:18:24.652379,01:18:24.652441,01:18:24.671015,01:18:24.671015,01:18:24.677639,01:18:25.122803,01:18:25.128782,01:18:25.099280,01:18:25.099439,01:18:24.638743
462,leak,01:18:29.807357,01:18:29.807357,01:18:29.807868,01:18:29.807868,01:18:29.809425,01:18:29.809425,01:18:29.812066,01:18:29.812066,01:18:29.821271,01:18:29.821290,01:18:29.835638,01:18:29.835638,01:18:29.841568,01:18:30.286340,01:18:30.292422,01:18:30.280106,01:18:30.280269,01:18:29.808606
462,leak,01:18:33.054327,01:18:33.054327,01:18:33.054744,01:18:33.054744,01:18:33.056079,01:18:33.056079,01:18:33.057874,01:18:33.057874,01:18:33.068129,01:18:33.068149,01:18:33.082818,01:18:33.082818,01:18:33.091040,01:18:33.537514,01:18:33.543268,01:18:33.516977,01:18:33.517201,01:18:33.055511
462,leak,01:18:36.302931,01:18:36.302931,01:18:36.303373,01:18:36.303373,01:18:36.305068,01:18:36.305068,01:18:36.306637,01:18:36.306637,01:18:36.316073,01:18:36.316092,01:18:36.330683,01:18:36.330683,01:18:36.336626,01:18:36.779089,01:18:36.785192,01:18:36.765391,01:18:36.765558,01:18:36.304161
461,leak,01:18:39.929141,01:18:39.929141,01:18:39.929628,01:18:39.929628,01:18:39.931179,01:18:39.931179,01:18:39.932672,01:18:39.932672,01:18:39.942989,01:18:39.943013,01:18:39.957024,01:18:39.957024,01:18:39.962852,01:18:40.407603,01:18:40.413349,01:18:40.391017,01:18:40.391184,01:18:39.930437
461,safe,01:18:44.537773,01:18:44.537773,01:18:44.538739,01:18:44.538739,01:18:44.541079,01:18:44.541079,01:18:44.543418,01:18:44.543418,01:18:44.553791,01:18:44.553849,01:18:44.572374,01:18:44.572374,01:18:44.580046,01:18:45.038625,01:18:45.044705,01:18:44.999370,01:18:44.999528,01:18:44.540146
461,leak,01:18:49.825522,01:18:49.825522,01:18:49.825976,01:18:49.825976,01:18:49.827298,01:18:49.827298,01:18:49.829570,01:18:49.829570,01:18:49.838908,01:18:49.838929,01:18:49.852878,01:18:49.852878,01:18:49.858752,01:18:50.304687,01:18:50.310178,01:18:50.303722,01:18:50.303882,01:18:49.826729
461,safe,01:18:54.480528,01:18:54.480528,01:18:54.481086,01:18:54.481086,01:18:54.483021,01:18:54.483021,01:18:54.484999,01:18:54.484999,01:18:54.496093,01:18:54.496137,01:18:54.513680,01:18:54.513680,01:18:54.522251,01:18:54.988215,01:18:54.994382,01:18:54.942106,01:18:54.942282,01:18:54.482089
461,leak,01:18:59.613888,01:18:59.613888,01:18:59.614250,01:18:59.614250,01:18:59.615764,01:18:59.615764,01:18:59.618155,01:18:59.618155,01:18:59.627823,01:18:59.627847,01:18:59.641526,01:18:59.641526,01:18:59.646950,01:19:00.095255,01:19:00.100852,01:19:00.092039,01:19:00.092227,01:18:59.614933
461,leak,01:19:03.333633,01:19:03.333633,01:19:03.334003,01:19:03.334003,01:19:03.335561,01:19:03.335561,01:19:03.337220,01:19:03.337220,01:19:03.346649,01:19:03.346672,01:19:03.360866,01:19:03.360866,01:19:03.366549,01:19:03.810089,01:19:03.815665,01:19:03.795335,01:19:03.795500,01:19:03.334734
461,safe,01:19:07.046056,01:19:07.046056,01:19:07.046766,01:19:07.046766,01:19:07.048942,01:19:07.048942,01:19:07.050948,01:19:07.050948,01:19:07.061283,01:19:07.061338,01:19:07.091415,01:19:07.091415,01:19:07.097254,01:19:07.539690,01:19:07.545803,01:19:07.507781,01:19:07.507942,01:19:07.048097
461,safe,01:19:12.141711,01:19:12.141711,01:19:12.142075,01:19:12.142075,01:19:12.143284,01:19:12.143284,01:19:12.145881,01:19:12.145881,01:19:12.155590,01:19:12.155615,01:19:12.172554,01:19:12.172554,01:19:12.181568,01:19:12.632519,01:19:12.638273,01:19:12.618470,01:19:12.618622,01:19:12.142751
461,leak,01:19:17.294962,01:19:17.294962,01:19:17.295363,01:19:17.295363,01:19:17.296560,01:19:17.296560,01:19:17.299309,01:19:17.299309,01:19:17.309415,01:19:17.309437,01:19:17.324502,01:19:17.324502,01:19:17.330683,01:19:17.775053,01:19:17.780119,01:19:17.768843,01:19:17.769038,01:19:17.296055
461,safe,01:19:20.877233,01:19:20.877233,01:19:20.877620,01:19:20.877620,01:19:20.879129,01:19:20.879129,01:19:20.880521,01:19:20.880521,01:19:20.889694,01:19:20.889714,01:19:20.903699,01:19:20.903699,01:19:20.909494,01:19:21.352471,01:19:21.357781,01:19:21.339000,01:19:21.339163,01:19:20.878288
